step,best_objective,avg_acceptance_rate,std,temperature,runtime
0,-49570.1109,0.6875,1605.7603,3211.5207,0.0118
1,-47999.2852,0.7825,1897.1939,1278.2779,0.0348
2,-45337.7499,0.815,924.7062,836.712,0.0573
3,-44373.2018,0.815,1113.8347,783.9059,0.0791
4,-43211.1101,0.8075,623.6943,595.8892,0.1016
5,-41433.4946,0.8225,779.9806,554.2834,0.1238
6,-40007.9674,0.7875,849.7509,532.1985,0.1462
7,-39322.2625,0.745,570.5598,459.9652,0.1688
8,-38782.7345,0.71,544.1049,400.4397,0.1913
9,-38366.3557,0.675,469.8057,340.0026,0.2137
10,-36892.5867,0.635,501.2219,308.6973,0.2367
11,-36892.5867,0.59,591.1031,293.5121,0.2591
12,-36286.3914,0.5575,496.7362,271.1848,0.2813
13,-35342.0172,0.5325,340.3981,223.7112,0.3045
14,-34800.6558,0.5,381.2413,205.7392,0.3435
15,-33762.644,0.47,253.3465,166.1833,0.3802
16,-32732.9813,0.4525,368.2771,159.5681,0.3974
17,-31958.5386,0.4325,366.7716,153.8282,0.4251
18,-31405.9498,0.395,248.6759,138.9157,0.4415
19,-31318.8985,0.3725,529.5751,137.7989,0.4583
20,-31033.0318,0.3625,332.8691,133.6001,0.4807
21,-30547.913,0.3525,289.8906,128.0892,0.5087
22,-29595.1549,0.3375,224.2413,118.4713,0.5364
23,-29398.2723,0.33,408.6974,117.2468,0.5652
24,-28934.8818,0.325,172.2508,103.3913,0.5929
25,-28534.4501,0.305,165.9516,93.8123,0.621
26,-27760.2757,0.295,227.7943,91.1992,0.6492
27,-27265.4949,0.275,226.666,88.8637,0.6772
28,-26409.4228,0.265,180.7148,84.9389,0.7055
29,-25494.9434,0.255,405.5387,84.643,0.7347
30,-24903.2133,0.265,368.5718,84.2635,0.7639
31,-24444.9157,0.255,229.221,82.7004,0.7929
32,-24102.9286,0.23,225.5516,81.2119,0.8229
33,-23650.5262,0.205,108.8014,70.939,0.8526
34,-23373.5145,0.185,177.0242,69.5002,0.8835
35,-22910.9283,0.1675,108.851,64.4909,0.913
36,-22797.6646,0.1475,242.7222,64.158,0.9431
37,-22533.3876,0.1425,79.7465,56.7706,0.9736
38,-22165.8185,0.165,118.8386,55.3058,1.0029
39,-21856.606,0.1675,166.6366,54.7586,1.0323
40,-21516.9783,0.16,118.925,53.3191,1.0604
41,-21374.7044,0.155,130.2407,52.3607,1.0846
42,-21260.2623,0.1575,56.3166,43.3073,1.1091
43,-21032.84,0.14,46.6939,35.7858,1.1332
44,-20511.053,0.1275,84.6414,35.1497,1.158
45,-20252.0755,0.115,182.2503,35.0939,1.1829
46,-20154.7001,0.1125,75.4,34.3908,1.2076
47,-19991.9954,0.1075,48.8573,32.159,1.2326
48,-19607.7116,0.095,79.5022,31.757,1.2574
49,-19471.2718,0.095,122.0081,31.6612,1.2819
50,-19410.4021,0.09,59.7611,30.8737,1.3075
51,-19193.0027,0.0925,41.961,28.9867,1.3321
52,-19172.2352,0.0875,70.8037,28.6574,1.357
53,-18882.7838,0.095,21.2911,20.638,1.3817
54,-18787.666,0.08,98.7531,20.6057,1.4062
55,-18624.2431,0.0725,13.052,13.0564,1.4313
56,-18579.3249,0.065,67.6001,13.0438,1.4561
57,-18513.397,0.065,17.922,12.4605,1.4833
58,-18285.9176,0.055,31.3803,12.3665,1.5081
