step,best_objective,avg_acceptance_rate,std,temperature,runtime
0,-51361.9494,0.65,1547.4032,3094.8064,0.012
1,-50931.1383,0.75,1409.6597,658.6751,0.0314
2,-49044.4899,0.73,410.9313,331.2648,0.0526
3,-48561.1421,0.74,605.1324,317.5157,0.0719
4,-47340.0879,0.72,221.2412,181.9451,0.0906
5,-46180.6653,0.725,474.2632,179.157,0.1095
6,-43991.3064,0.665,378.5718,174.176,0.1283
7,-43420.93,0.63,697.2099,173.271,0.1514
8,-41574.1759,0.59,191.5873,136.2259,0.1687
9,-40308.1641,0.56,616.7883,135.6427,0.1864
10,-39237.3288,0.54,340.1729,132.1386,0.2051
11,-37966.993,0.505,253.6638,124.5863,0.2232
12,-37265.0492,0.48,352.4077,122.195,0.2462
13,-36126.6741,0.46,269.3377,117.2733,0.2649
14,-35293.586,0.465,540.6811,116.7343,0.2833
15,-34731.713,0.425,326.1559,114.3648,0.3019
16,-34486.078,0.4,160.1347,98.1611,0.3225
17,-33316.1184,0.405,154.3394,87.976,0.3472
18,-32866.0367,0.39,336.9693,87.2758,0.3698
19,-32535.1235,0.345,190.9827,83.6983,0.3902
20,-32123.3054,0.335,141.0684,76.7667,0.4098
21,-31845.2567,0.345,103.0316,65.2318,0.4303
22,-31353.6758,0.305,118.4678,60.8407,0.4553
23,-30621.4975,0.3,167.7688,59.6732,0.4733
24,-30410.3921,0.28,197.8403,59.0143,0.4937
25,-29895.9446,0.275,93.5409,53.7194,0.5125
26,-29313.0959,0.245,167.1761,53.0356,0.5385
27,-29002.7266,0.235,201.0266,52.6847,0.559
28,-28651.1818,0.195,104.2738,50.3893,0.5816
29,-28368.0448,0.18,179.7778,50.0473,0.6014
30,-28147.008,0.145,123.5134,49.0926,0.6277
31,-27848.6179,0.135,59.814,43.2058,0.6519
32,-27558.7467,0.13,111.5665,42.6305,0.6706
33,-27128.9317,0.165,112.3906,42.1132,0.6893
34,-26499.218,0.205,175.2288,41.954,0.7112
35,-25607.6645,0.21,179.61,41.7827,0.7285
36,-25242.0854,0.235,348.5388,41.7592,0.7468
37,-25112.6233,0.225,110.8842,40.986,0.7635
38,-24733.6726,0.215,55.7954,36.0787,0.7825
39,-24319.1855,0.2,81.2461,35.0575,0.8073
40,-24158.718,0.205,124.2396,34.8103,0.8268
41,-23834.2962,0.17,59.7261,32.7259,0.8456
42,-23785.7811,0.175,139.2618,32.6076,0.8668
43,-23726.0796,0.135,30.3964,24.0969,0.8866
44,-23369.7962,0.11,75.4201,23.9157,0.9055
45,-23081.9322,0.095,100.8513,23.8536,0.9239
46,-22801.9228,0.11,117.5673,23.8195,0.9427
47,-22671.2829,0.105,91.6439,23.7382,0.9614
48,-22323.5458,0.125,52.9941,23.345,0.9825
49,-22058.3451,0.13,81.4789,23.2261,1.009
50,-21900.1084,0.13,119.3826,23.1876,1.0282
51,-21880.6734,0.12,50.7727,22.7009,1.0487
52,-21635.3473,0.13,26.8067,20.1296,1.0678
53,-21566.8795,0.105,29.2946,18.7595,1.0917
54,-21499.286,0.095,25.794,17.4982,1.111
55,-21301.0922,0.105,27.9907,16.7944,1.1296
56,-21137.4806,0.105,46.5786,16.6482,1.1499
57,-21137.4806,0.075,31.6588,16.2066,1.1719
58,-20725.8313,0.095,31.6588,16.2066,1.1933
59,-20597.2795,0.105,177.9734,16.2045,1.215
60,-20263.3904,0.09,35.2917,15.9158,1.2334
61,-20090.2758,0.095,130.1895,15.9111,1.2563
62,-19738.654,0.115,69.3795,15.8782,1.2758
63,-19698.0611,0.1,133.5566,15.8728,1.3026
64,-19561.6206,0.085,7.203,5.4344,1.321
65,-19385.4643,0.09,55.3436,5.4336,1.3449
66,-19385.4643,0.07,75.1241,5.4333,1.3643
67,-19349.245,0.055,75.1241,5.4333,1.3896
68,-19212.207,0.05,0.0,5.4333,1.409
69,-19082.5012,0.05,63.3751,5.4329,1.4277
