step,best_objective,avg_acceptance_rate,std,temperature,runtime
0,-52089.8637,0.725,25.797,51.594,0.0064
1,-49120.8738,0.66,938.3097,51.5917,0.0197
2,-47247.0138,0.6,754.7652,51.5861,0.0332
3,-45694.4885,0.57,569.1873,51.571,0.0483
4,-43893.2636,0.59,476.4915,51.5441,0.0625
5,-42637.2301,0.525,439.3766,51.5109,0.0784
6,-41240.1516,0.51,404.3243,51.4645,0.101
7,-40663.8253,0.455,464.9283,51.4337,0.118
8,-40084.0042,0.42,78.1247,45.547,0.136
9,-39215.3908,0.35,220.7035,45.3665,0.1544
10,-38559.4633,0.335,281.4077,45.284,0.1702
11,-37492.1382,0.3,196.2002,45.0472,0.1929
12,-36511.041,0.325,362.4428,45.0121,0.2076
13,-35860.0248,0.31,241.9259,44.89,0.2222
14,-35481.5138,0.335,232.4321,44.7567,0.2371
15,-34857.5827,0.32,151.3236,44.267,0.2526
16,-33861.2888,0.31,182.0116,44.0016,0.2685
17,-32635.8895,0.3,342.2582,43.9629,0.2917
18,-31860.6039,0.295,430.3413,43.9439,0.3097
19,-31488.7073,0.27,274.0995,43.8709,0.3278
20,-30993.9198,0.26,105.6443,42.695,0.3469
21,-30148.2906,0.255,170.3917,42.4438,0.3621
22,-29605.7179,0.245,233.6351,42.3494,0.3787
23,-29313.3592,0.22,159.1852,42.0621,0.4056
24,-29144.0853,0.2,116.4317,41.4024,0.4238
25,-28807.5387,0.22,77.5829,39.5049,0.4442
26,-28190.0891,0.19,90.3202,38.4185,0.4591
27,-27840.8331,0.175,84.8481,37.3626,0.4809
28,-27207.4387,0.185,96.8824,36.7595,0.4957
29,-26305.7301,0.205,190.763,36.6811,0.5126
30,-26114.0749,0.17,262.7741,36.6491,0.5282
31,-25713.2269,0.185,91.699,36.006,0.5436
32,-25558.1303,0.2,152.4994,35.8651,0.562
33,-25250.2143,0.195,45.9918,31.1904,0.5852
34,-25183.0872,0.16,92.203,30.8202,0.6035
35,-24922.3893,0.15,46.9554,28.6583,0.6224
36,-24458.1166,0.14,32.6758,24.4754,0.6413
37,-24292.6039,0.125,174.8465,24.4594,0.6603
38,-24142.1876,0.105,64.1585,24.1677,0.684
39,-23815.4026,0.115,0.0,24.1677,0.7013
40,-23628.0386,0.115,124.7057,24.1321,0.7195
41,-23073.9605,0.11,16.8893,15.1625,0.7369
42,-22734.6038,0.11,161.9209,15.16,0.7559
43,-22654.2699,0.13,120.2065,15.1541,0.7788
44,-21795.4699,0.125,30.5853,14.7502,0.797
45,-21707.1342,0.115,332.1825,14.75,0.8149
46,-21279.7759,0.11,0.0,14.75,0.8331
47,-21070.9546,0.1,153.9028,14.7474,0.8527
48,-21010.374,0.085,70.6348,14.7234,0.8772
49,-20850.5957,0.08,16.268,13.2038,0.8952
50,-20601.9031,0.09,53.241,13.1742,0.9136
51,-20433.3098,0.085,117.566,13.1712,0.9329
52,-20232.5003,0.085,41.8225,13.1076,0.9526
53,-19971.9816,0.09,75.4453,13.097,0.9745
54,-19859.6246,0.09,50.0945,13.0588,0.9925
55,-19835.988,0.085,38.5677,12.9765,1.0117
56,-19682.958,0.09,11.1271,10.4126,1.0313
57,-19545.9749,0.075,58.0047,10.4028,1.0559
58,-19291.9115,0.075,0.0,10.4028,1.0731
59,-19291.9115,0.055,50.3428,10.3901,1.0968
60,-19240.3688,0.055,0.0,10.3901,1.1151
61,-18951.364,0.045,12.5561,9.8126,1.1332
62,-18799.3896,0.06,149.3768,9.8123,1.156
63,-18636.5334,0.065,38.8045,9.7945,1.1742
64,-18341.8001,0.075,62.2476,9.7899,1.192
65,-17887.432,0.075,57.7984,9.7833,1.2107
66,-17887.432,0.065,149.1851,9.7829,1.2293
67,-17814.5336,0.055,149.1851,9.7829,1.2506
68,-17414.8288,0.045,24.9222,9.7218,1.2694
69,-17395.5509,0.035,179.4472,9.7217,1.2907
70,-17371.1701,0.035,0.0,9.7217,1.3109
71,-17209.9058,0.065,15.454,9.561,1.3307
72,-17018.9719,0.065,71.6005,9.5582,1.3517
73,-16988.5422,0.07,11.3566,8.913,1.3747
74,-16746.3793,0.085,5.5721,5.8172,1.3952
75,-16587.3573,0.09,81.664,5.8169,1.4133
76,-16564.6535,0.08,34.0116,5.8121,1.4316
77,-16489.935,0.08,29.7596,5.8058,1.4508
78,-16360.5892,0.07,0.0466,0.0,1.4739
79,-16281.4154,0.065,0.0,0.0,1.4922
80,-16058.092,0.07,30.8232,0.0,1.5113
81,-15963.991,0.055,82.1808,0.0,1.5342
82,-15963.991,0.045,0.0,0.0,1.5559
83,-15960.1955,0.045,0.0,0.0,1.5771
84,-15899.9015,0.035,0.0,0.0,1.5952
85,-15899.9015,0.015,0.0,0.0,1.6139
86,-15899.9015,0.01,0.0,0.0,1.6318
87,-15656.8951,0.02,0.0,0.0,1.6569
88,-15615.8023,0.02,60.189,0.0,1.6798
89,-15306.6586,0.035,0.0,0.0,1.6982
90,-15296.5307,0.04,73.6712,0.0,1.7228
91,-15213.3929,0.05,0.0,0.0,1.746
92,-15213.3929,0.04,24.9102,0.0,1.7642
93,-15160.6038,0.045,24.9102,0.0,1.7823
94,-15160.6038,0.025,5.3766,0.0,1.8012
95,-15150.5958,0.025,5.3766,0.0,1.8219
96,-15044.5503,0.02,0.0,0.0,1.8474
97,-15043.0995,0.025,0.0,0.0,1.8711
98,-14792.8731,0.03,0.0,0.0,1.8899
99,-14724.4067,0.04,54.8275,0.0,1.9133
100,-14689.9794,0.05,27.7737,0.0,1.9368
101,-14689.9794,0.045,5.8693,0.0,1.9563
102,-14661.6073,0.05,5.8693,0.0,1.9778
103,-14619.5714,0.04,6.768,0.0,1.9958
104,-14619.5714,0.03,0.0,0.0,2.0204
105,-14557.6301,0.025,0.0,0.0,2.0449
