step,best_objective,avg_acceptance_rate,std,temperature,runtime
0,-49251.6697,0.7078,1552.9901,3105.9802,2.0266
1,-47147.3906,0.7984,1641.1239,1048.3639,4.1372
2,-45464.4126,0.7922,657.6043,606.5929,6.2484
3,-43698.874,0.7834,580.4139,499.5983,8.3658
4,-42167.1256,0.7706,746.6434,471.5417,10.4747
5,-40871.551,0.7716,581.7111,423.1682,12.5831
6,-40040.3171,0.7169,529.1623,381.5214,14.6922
7,-38494.3393,0.6897,604.8841,356.5409,16.8064
8,-37451.288,0.6575,595.6502,334.3514,18.9157
9,-36238.1127,0.6328,655.4513,319.8179,21.0287
10,-35413.2016,0.5944,661.0674,307.1191,23.1369
11,-34067.4951,0.5884,541.3927,286.4157,25.2461
12,-32678.2044,0.5603,629.8458,276.0284,27.3585
13,-31673.4536,0.5297,479.2547,255.6104,29.4682
14,-30654.4816,0.495,563.6878,245.6781,31.5832
15,-30011.7294,0.4731,498.1125,233.2027,33.6935
16,-29560.9511,0.4428,453.1104,219.7037,35.8058
17,-28954.3469,0.4159,436.0066,207.6533,37.9172
18,-28213.6473,0.4022,400.3882,195.3272,40.0294
19,-27269.243,0.3816,371.2773,183.3055,42.1447
20,-26519.8782,0.3691,357.7312,172.9351,44.2558
21,-25955.0197,0.3397,470.4695,169.2215,46.3668
22,-25381.6066,0.3266,402.8268,163.9959,48.4763
23,-24839.3844,0.3116,338.566,156.4721,50.5847
24,-24303.8834,0.2994,352.4187,150.9957,52.7064
25,-23447.4525,0.2794,333.8279,145.5216,54.8204
26,-22800.8958,0.2694,345.4391,141.3781,56.9293
27,-22605.9985,0.2531,298.4875,135.8343,59.0426
28,-22145.3122,0.2397,225.072,125.6132,61.1543
29,-21675.9403,0.2253,279.5872,121.6662,63.2665
30,-21330.3819,0.2153,249.0159,116.98,65.3787
31,-20881.1381,0.2075,271.217,113.9358,67.4968
32,-20482.7258,0.1959,177.417,104.9193,69.6087
33,-19982.2298,0.1803,182.6592,99.073,71.7196
34,-19673.7234,0.1753,205.5953,95.931,73.8327
35,-19196.7403,0.1691,170.2852,91.2567,75.9435
36,-18990.3596,0.1575,188.2719,88.4508,78.0559
37,-18562.1703,0.1544,164.7692,84.9872,80.1664
38,-18263.1221,0.1453,196.8868,83.2513,82.2762
39,-17831.7541,0.1403,173.2134,81.0303,84.3884
40,-17577.7732,0.1312,175.8464,79.1721,86.5043
41,-17382.3018,0.1272,112.9252,73.4297,88.612
42,-17125.3568,0.1175,113.9725,69.332,90.7233
43,-16761.7583,0.1191,133.7801,67.3941,92.8425
44,-16525.0401,0.1103,147.4738,66.0765,94.9545
45,-16273.5461,0.1034,154.5711,65.082,97.0713
46,-16096.6918,0.0953,137.4134,63.828,99.1821
47,-15796.6676,0.0919,70.797,56.6826,101.2952
48,-15588.4324,0.0856,133.2727,55.9657,103.4095
49,-15437.5609,0.0863,80.5999,53.1833,105.5218
50,-15167.6361,0.0844,115.0346,52.3693,107.6363
51,-15000.9761,0.0812,120.4978,51.7146,109.7529
