step,best_objective,avg_acceptance_rate,std,temperature,runtime
0,-48052.5427,0.7219,1601.5879,3203.1758,0.0229
1,-45382.6885,0.7947,1583.6524,981.723,0.1203
2,-43059.5996,0.7988,703.3703,653.7971,0.2138
3,-41432.9636,0.7897,724.9026,577.7727,0.3057
4,-39473.2895,0.7731,778.7259,536.0116,0.3938
5,-37841.3769,0.7691,711.1871,491.5063,0.4908
6,-36651.2103,0.7206,635.0275,446.6573,0.5924
7,-35802.9732,0.6809,801.7362,426.3892,0.6706
8,-34366.6777,0.6506,776.6504,405.0271,0.7509
9,-33199.0928,0.6309,767.2539,385.252,0.8419
10,-32301.4266,0.6047,703.5931,363.3718,0.9349
11,-31585.4932,0.5866,670.749,342.2433,1.0372
12,-30715.5651,0.5616,746.1188,329.4767,1.1298
13,-30189.5986,0.5363,647.0257,312.2676,1.2322
14,-29367.9474,0.5038,512.8493,284.602,1.3334
15,-28548.8447,0.4853,561.7395,269.0887,1.4353
16,-27902.7678,0.4588,599.0578,258.5829,1.5351
17,-27252.6545,0.4394,516.773,244.7069,1.6323
18,-26704.964,0.415,477.0857,230.5924,1.726
19,-25966.706,0.3934,454.022,217.6938,1.8177
20,-24980.1773,0.3709,590.8244,212.9153,1.9181
21,-24561.0588,0.3534,491.3005,205.5138,2.023
22,-24306.6329,0.3388,419.3957,195.4853,2.1164
23,-23798.718,0.33,379.1037,184.6168,2.2122
24,-23159.1576,0.3206,357.3182,174.3956,2.3189
25,-22610.5178,0.3,398.2898,168.4593,2.4149
26,-22222.5732,0.2888,347.5427,160.9984,2.5131
27,-21571.6603,0.2731,301.6802,151.7917,2.6784
28,-21234.1832,0.2516,301.2034,144.626,2.7706
29,-20917.994,0.2375,250.6994,135.0637,2.8623
30,-20504.1149,0.2178,292.524,130.4959,2.9572
31,-19816.0878,0.2047,245.7457,124.2511,3.0626
32,-19383.7148,0.1931,234.3772,118.574,3.1595
33,-19023.8626,0.1838,224.4405,113.4212,3.256
34,-18774.1313,0.1734,184.1987,106.0689,3.3508
35,-18539.2137,0.1688,182.7374,100.4855,3.4459
36,-18224.0156,0.1556,212.4345,97.6118,3.5516
37,-18014.1212,0.1481,241.3197,95.9548,3.6476
38,-17713.4778,0.1453,182.5645,92.584,3.7434
39,-17409.3372,0.1416,204.471,90.5097,3.8339
40,-17181.5188,0.1347,158.5302,86.6147,3.9339
41,-16953.0352,0.1344,144.9138,82.5286,4.029
42,-16645.2231,0.1291,158.2015,79.9034,4.1257
43,-16338.6247,0.1156,138.4949,76.6116,4.2204
44,-15758.6249,0.105,100.3615,70.2454,4.3156
45,-15524.0695,0.1025,130.7911,68.2638,4.4043
46,-15264.5164,0.0938,128.9544,66.4553,4.499
47,-15071.1195,0.0931,95.85,62.9017,4.593
48,-14769.3495,0.0922,113.8399,61.1631,4.6929
49,-14629.2136,0.0884,112.974,59.5842,4.7872
50,-14283.5236,0.0881,84.0519,56.3542,4.8757
51,-14125.6901,0.0847,140.8783,55.7816,4.9789
52,-13999.7973,0.0759,103.1255,54.4483,5.0761
53,-13749.8122,0.0734,67.6883,50.7472,5.1702
54,-13603.7465,0.0722,106.0141,50.0019,5.262
55,-13306.9018,0.0659,80.369,48.4414,5.3604
56,-13105.6051,0.0653,122.7353,48.0777,5.4633
57,-12934.294,0.0625,112.1031,47.6196,5.5571
58,-12742.0667,0.0584,63.4438,45.3736,5.6549
59,-12545.4629,0.055,82.511,44.5589,5.751
60,-12467.4888,0.0528,79.5465,43.76,5.8451
61,-12308.0642,0.05,56.8262,41.8494,5.9512
62,-12224.6415,0.0469,59.5204,40.5125,6.104
63,-12115.4419,0.0447,57.7199,39.299,6.2042
64,-11986.2765,0.0438,56.3544,38.1937,6.3028
65,-11861.8699,0.0406,75.5814,37.7859,6.4009
66,-11766.9102,0.0391,58.3464,37.0028,6.4987
67,-11677.1471,0.0409,52.6811,36.065,6.5893
68,-11574.668,0.0428,43.3468,34.5051,6.6685
69,-11507.5689,0.04,69.7914,34.1669,6.7785
70,-11403.9744,0.0406,41.6956,32.7822,6.8723
71,-11309.9225,0.0403,50.1701,32.0847,6.961
