step,best_objective,avg_acceptance_rate,std,temperature,runtime
0,-49569.6172,0.7344,2124.7127,4249.4254,0.0147
1,-47294.9838,0.8056,2068.7428,1310.3846,0.0579
2,-45765.4944,0.805,855.9885,812.7064,0.1106
3,-44041.6243,0.8025,813.6078,694.0793,0.1627
4,-43206.6959,0.7988,939.2717,648.3906,0.2154
5,-41926.2312,0.8031,580.5402,518.7653,0.2709
6,-39990.1445,0.7669,720.5694,487.1631,0.3272
7,-39187.1896,0.7438,731.7489,457.5584,0.3832
8,-38193.025,0.7144,482.0455,377.6097,0.4391
9,-37665.7644,0.6788,526.3621,341.9916,0.4941
10,-36128.1421,0.6437,503.6548,310.7604,0.5461
11,-35321.2916,0.6113,613.4982,297.0423,0.5979
12,-34661.1234,0.5719,481.8473,272.5736,0.6506
13,-33831.8287,0.5337,379.3124,236.4926,0.7023
14,-32875.5929,0.4962,396.4806,216.6418,0.7569
15,-31969.8396,0.4638,397.4602,202.0636,0.8124
16,-30986.5144,0.4344,410.1156,191.6991,0.8695
17,-30354.2197,0.4188,503.4514,187.0163,0.9259
18,-30017.9733,0.4019,359.8924,175.847,0.982
19,-29125.8606,0.3875,331.0213,164.726,1.0388
20,-28357.8985,0.3688,326.1339,155.7497,1.0952
21,-28057.6351,0.3562,291.898,145.955,1.1559
22,-27350.3992,0.3288,364.0904,141.9574,1.2137
23,-26684.9932,0.3188,374.3393,138.7471,1.2711
24,-25895.9394,0.3125,370.4018,135.7596,1.3287
25,-25399.3979,0.3062,280.181,129.6399,1.3844
26,-25036.7181,0.2894,236.7169,121.4408,1.4445
27,-24690.3163,0.2781,285.8539,117.8313,1.5074
28,-24400.4295,0.2531,189.3549,107.6839,1.5683
29,-23997.7412,0.2338,155.9496,95.9861,1.6293
30,-23693.9162,0.2169,216.933,93.1463,1.6901
31,-23085.7086,0.2,144.9131,85.5437,1.7525
32,-22084.4701,0.1912,213.4554,83.8383,1.8129
33,-21566.0586,0.1825,249.2185,82.8732,1.8768
34,-21092.5646,0.1775,144.0736,78.4623,1.9378
35,-20637.5793,0.1688,214.4057,77.3657,1.9988
36,-20324.1158,0.1662,180.1832,75.6988,2.0598
37,-20049.6522,0.1688,164.5059,73.7238,2.1208
38,-19823.5099,0.1731,191.1744,72.5662,2.182
39,-19539.7452,0.1606,128.8411,69.065,2.2425
40,-19196.9305,0.1481,135.0031,66.6762,2.3029
41,-19001.8137,0.1456,127.6911,64.3778,2.3647
42,-18754.7908,0.1394,100.6785,60.4681,2.427
43,-18522.9716,0.1256,132.2675,59.1205,2.4885
