step,best_objective,avg_acceptance_rate,std,temperature,runtime
0,-47668.0085,0.7375,2557.0428,5114.0856,0.0162
1,-46392.844,0.8175,2556.7448,1681.5905,0.0462
2,-45231.5782,0.8012,752.6092,614.254,0.0787
3,-44213.7846,0.7912,651.7973,535.3088,0.1093
4,-42189.4728,0.7837,662.2201,486.7675,0.1383
5,-41134.0963,0.7725,715.4272,458.1637,0.1676
6,-39795.1326,0.715,462.2077,379.6655,0.1987
7,-38355.2832,0.6925,764.9037,367.0364,0.2241
8,-37134.8463,0.6575,511.5,329.7082,0.2619
9,-36816.1529,0.6088,592.5145,311.3424,0.2923
10,-35417.5376,0.575,532.1092,289.0426,0.3224
11,-34651.882,0.55,532.8938,271.3267,0.3514
12,-33485.6606,0.5125,437.1201,246.3587,0.3809
13,-32950.9474,0.4875,610.1018,239.4169,0.4131
14,-32481.9652,0.48,617.0382,233.3141,0.4453
15,-31583.3755,0.4588,300.4024,192.7333,0.4772
16,-30781.6388,0.4462,587.9248,189.7085,0.5138
17,-30169.4103,0.4288,367.9095,178.6049,0.5468
18,-29537.1927,0.4138,277.5124,159.346,0.5853
19,-28895.7386,0.38,396.0439,154.788,0.6179
20,-28316.6372,0.3475,364.4564,149.6821,0.6552
21,-27690.6545,0.3262,405.9452,146.4989,0.6973
22,-26662.7484,0.31,290.4974,138.9614,0.7352
23,-26222.0576,0.2875,237.5714,128.3432,0.774
24,-26085.0447,0.2775,178.0198,111.6811,0.8122
25,-25772.2667,0.2825,154.1972,97.2497,0.8444
26,-25440.3201,0.2688,195.158,92.7243,0.878
27,-24953.6708,0.2512,147.9453,84.7235,0.9135
28,-24713.6047,0.23,182.7014,81.7207,0.952
29,-24188.9795,0.2162,174.991,78.9217,0.9948
30,-23753.0049,0.1975,149.2207,75.2056,1.0338
31,-23518.3528,0.175,137.2131,71.5178,1.0763
32,-23250.4584,0.16,101.2945,64.9753,1.1098
33,-22844.3857,0.16,119.7323,62.3185,1.1443
34,-22590.2924,0.1575,142.1134,60.9475,1.1775
35,-21995.6338,0.1438,160.354,60.0784,1.2112
36,-21590.4189,0.1475,201.2127,59.6897,1.2479
37,-21416.5625,0.1413,137.6638,58.498,1.2764
38,-20889.2648,0.1312,119.721,56.8971,1.3057
39,-20677.4327,0.1175,186.0517,56.5302,1.341
40,-20526.6886,0.1138,114.7457,55.1675,1.374
41,-20222.2876,0.1,68.6742,49.9642,1.4069
42,-20029.3088,0.0988,105.7282,49.0352,1.4393
43,-19805.9361,0.0975,97.4428,47.9506,1.4716
44,-19570.2672,0.0975,87.3956,46.5996,1.5048
45,-19155.0541,0.1025,116.1039,46.0767,1.542
46,-18935.6365,0.1013,151.2596,45.839,1.5797
47,-18435.7926,0.11,95.6634,44.9417,1.6179
48,-18141.7859,0.105,191.4564,44.8285,1.6556
49,-17917.3595,0.1112,75.1224,43.112,1.693
50,-17671.0405,0.1025,98.9206,42.42,1.7319
51,-17380.651,0.1062,103.3169,41.8881,1.769
52,-17194.5655,0.09,90.605,41.1189,1.8079
53,-17072.9101,0.0912,80.4413,40.2405,1.8445
54,-16721.2127,0.0862,52.3911,37.4338,1.8838
55,-16461.6495,0.09,95.937,37.0872,1.9286
56,-16264.8437,0.085,101.3737,36.7928,1.9623
57,-16085.1467,0.0912,140.5129,36.6905,2.0038
58,-15895.8013,0.085,65.7873,35.6667,2.0372
59,-15674.3478,0.0775,90.4336,35.3302,2.0711
60,-15423.9615,0.0775,57.5162,34.1987,2.109
61,-15395.4953,0.0713,79.0636,33.8081,2.1439
62,-15295.1395,0.0713,22.8434,23.6677,2.1838
63,-15239.9022,0.0725,29.7603,22.1924,2.2226
64,-15079.5862,0.0725,29.3605,20.9759,2.2606
65,-14910.3773,0.0662,53.4527,20.807,2.3005
66,-14812.433,0.0662,55.0319,20.669,2.3394
67,-14751.7628,0.0563,49.8404,20.4884,2.3771
68,-14696.4692,0.055,15.3719,16.3752,2.4104
69,-14653.4463,0.0462,28.3451,16.0537,2.4437
70,-14562.2,0.0475,20.8947,15.4364,2.4817
71,-14375.284,0.0488,30.8103,15.2629,2.5196
72,-14058.5423,0.0512,61.0028,15.2407,2.5585
73,-13934.52,0.0462,106.2617,15.2364,2.5964
74,-13831.6143,0.0512,60.7033,15.2151,2.6349
75,-13701.2175,0.045,45.9866,15.1618,2.6778
76,-13639.9508,0.0412,50.5365,15.1267,2.7164
77,-13466.1818,0.0425,36.7182,15.0435,2.7559
78,-13266.4587,0.0438,69.2989,15.031,2.7942
79,-13185.4929,0.0375,61.037,15.0123,2.8337
80,-13053.9983,0.0388,36.4995,14.9373,2.8766
