step,best_objective,avg_acceptance_rate,std,temperature,runtime
0,-47198.6605,0.7438,1858.8182,3717.6365,0.0162
1,-46314.1316,0.82,2202.4725,1697.0945,0.0527
2,-44836.1519,0.8038,793.7896,681.0942,0.0895
3,-43359.6586,0.8012,694.9046,585.6649,0.1258
4,-42029.2961,0.8,884.9487,557.2056,0.1604
5,-41318.3335,0.785,716.121,514.1478,0.2
6,-40008.4075,0.7512,572.2569,449.9734,0.2338
7,-38898.5945,0.74,599.2691,408.7105,0.2668
8,-38376.0135,0.7,454.6062,345.435,0.306
9,-36831.1002,0.6625,522.0814,317.968,0.3449
10,-36019.2489,0.6213,496.7983,292.1211,0.3844
11,-35355.1725,0.5712,319.8429,227.201,0.4233
12,-34979.7347,0.5212,559.0466,221.0933,0.4621
13,-34447.8151,0.4975,430.398,208.7265,0.5013
14,-33710.3623,0.4562,305.4577,182.7666,0.5414
15,-33022.5592,0.4338,304.209,166.4238,0.5754
16,-31650.0718,0.4225,308.7486,155.3864,0.6146
17,-30942.7672,0.3938,456.3159,152.6559,0.6519
18,-29952.449,0.3688,203.7721,128.4262,0.6903
19,-29103.8521,0.3475,471.6601,127.291,0.7291
20,-28487.1714,0.3362,197.8748,114.1231,0.7675
21,-28170.8993,0.3075,220.8076,107.7537,0.8039
22,-27821.8832,0.3025,211.9709,102.2236,0.8427
23,-27300.9439,0.28,184.6454,95.5959,0.8826
24,-26835.1926,0.2562,153.6381,87.3378,0.9212
25,-26475.4942,0.245,164.2472,82.7006,0.9551
26,-25909.6935,0.2375,188.9678,80.2602,0.9918
27,-25549.2574,0.2212,212.0714,78.7423,1.032
28,-25007.1807,0.2188,144.9704,74.6822,1.0704
29,-24572.9937,0.2275,150.8284,71.75,1.1092
30,-23673.1138,0.2175,141.5613,68.6595,1.1475
31,-23003.7151,0.1987,261.3053,68.2443,1.1871
32,-22197.5178,0.195,212.7161,67.5426,1.2257
33,-21725.1135,0.1737,239.0173,67.073,1.2626
34,-20672.3113,0.1675,175.9954,66.033,1.298
35,-20089.5785,0.1662,345.5668,65.9059,1.3334
36,-19966.206,0.1638,198.4378,65.2486,1.3713
37,-19727.1036,0.1525,119.2126,62.4659,1.4035
38,-19591.5645,0.1562,196.3338,61.9537,1.4369
39,-19422.5108,0.1375,135.461,60.44,1.4774
40,-19223.6366,0.12,68.5513,52.0283,1.5155
41,-18907.1404,0.1125,85.2516,49.6543,1.554
42,-18686.488,0.1062,110.0698,48.7635,1.5907
43,-18287.6534,0.11,65.0053,45.1548,1.6233
44,-18115.4352,0.1088,112.6714,44.5947,1.6617
45,-17877.2268,0.1088,88.8929,43.5328,1.6958
46,-17806.9542,0.1038,78.9269,42.1658,1.7322
47,-17702.9382,0.0925,46.0674,36.9169,1.775
48,-17568.5838,0.0763,51.5692,34.7798,1.8101
49,-17467.9651,0.075,80.6412,34.3917,1.8503
50,-17153.9605,0.0763,51.8081,33.0522,1.8889
51,-17016.9206,0.075,119.112,32.9532,1.9276
52,-16861.5489,0.0812,77.0479,32.5998,1.966
53,-16700.4427,0.0812,47.7556,31.1243,2.0051
54,-16553.3449,0.0825,61.5161,30.5349,2.0414
55,-16120.0229,0.0775,77.9035,30.2596,2.0741
56,-16037.1703,0.075,143.3746,30.219,2.1068
57,-15933.9461,0.0725,60.3841,29.7033,2.1457
58,-15796.3097,0.065,55.8227,29.1142,2.1844
59,-15723.5045,0.0562,59.8032,28.712,2.2243
60,-15543.0313,0.06,30.1497,26.3022,2.2628
61,-15510.1639,0.0562,52.739,25.9396,2.301
62,-15297.4076,0.0538,59.3806,25.7122,2.3375
63,-15172.0666,0.0562,91.4844,25.6543,2.3706
64,-15050.4042,0.055,47.2409,25.2258,2.4047
65,-14865.417,0.045,45.4624,24.786,2.4491
66,-14802.9487,0.0488,68.1959,24.6842,2.4825
67,-14643.8783,0.045,74.8035,24.6022,2.5218
68,-14388.6749,0.045,59.0901,24.4506,2.5538
69,-14097.8614,0.05,82.2197,24.3955,2.5931
70,-14020.493,0.0512,83.5102,24.3379,2.6348
71,-13966.7714,0.045,46.6251,24.0061,2.6738
72,-13926.8046,0.0412,28.0868,22.784,2.7134
73,-13904.397,0.0388,14.5266,17.4584,2.7466
74,-13709.452,0.0288,12.162,14.3069,2.7808
75,-13586.8683,0.02,88.8031,14.3036,2.8186
76,-13426.523,0.025,0.0,14.3036,2.8516
77,-13365.3252,0.0238,52.0142,14.2891,2.888
78,-13307.0016,0.0212,27.0161,14.1918,2.9214
79,-13272.4501,0.0262,21.1835,14.0165,2.9542
80,-13171.4681,0.035,22.3968,13.843,2.994
81,-13151.9311,0.035,34.2787,13.7817,3.0276
82,-13031.3546,0.0362,23.3707,13.5935,3.0613
83,-12869.9228,0.035,43.1712,13.5639,3.1035
84,-12811.9756,0.0325,50.1878,13.5459,3.1417
85,-12742.6281,0.0262,26.46,13.4326,3.1817
86,-12724.6036,0.0225,23.628,13.3076,3.2199
87,-12655.1662,0.0212,9.3267,11.8,3.2596
88,-12544.5291,0.025,32.4436,11.7765,3.3035
89,-12373.4383,0.0275,39.2886,11.761,3.3419
90,-12319.439,0.0325,58.5143,11.7559,3.3796
91,-12268.2601,0.0325,25.2859,11.6821,3.4218
92,-12185.0369,0.0312,12.7494,11.1432,3.4605
93,-12145.628,0.03,34.5608,11.1206,3.4953
94,-12134.199,0.0262,16.6988,10.9327,3.5259
95,-12098.3814,0.0212,4.7565,6.7459,3.5638
96,-11995.3371,0.0225,7.4668,6.5451,3.5949
97,-11995.3371,0.0213,38.4872,6.5437,3.6336
98,-11995.3371,0.015,0.0,6.5437,3.6745
99,-11995.3371,0.0125,0.0,6.5437,3.7083
100,-11962.1077,0.0125,0.0,6.5437,3.7453
101,-11933.4044,0.0125,11.0783,6.5106,3.782
102,-11927.485,0.0125,12.8806,6.4899,3.8153
103,-11926.0753,0.0138,0.0,6.4899,3.8491
104,-11758.9801,0.0162,0.0,6.4899,3.888
105,-11738.1267,0.015,42.0018,6.4891,3.9272
106,-11727.8279,0.0125,14.9808,6.4736,3.9654
107,-11725.0103,0.0138,3.8536,5.7954,3.9996
108,-11684.1652,0.0162,3.8517,5.3053,4.0349
109,-11565.4073,0.0162,17.4722,5.3005,4.071
110,-11435.1008,0.0162,49.8485,5.3003,4.105
111,-11380.981,0.0175,62.7567,5.3002,4.1416
112,-11285.6402,0.02,24.4265,5.2983,4.1745
113,-11217.4268,0.0188,42.7859,5.2979,4.2109
114,-11199.2092,0.0162,32.7679,5.2971,4.2504
115,-11164.5711,0.0188,0.0,5.2971,4.284
116,-11132.2092,0.0162,11.338,5.2773,4.3179
117,-11132.2092,0.0112,13.3183,5.2668,4.354
118,-11132.2092,0.0087,13.3183,5.2668,4.3876
119,-11075.7435,0.0112,13.3183,5.2668,4.421
120,-10881.402,0.01,9.1415,5.2445,4.4556
121,-10850.7742,0.015,77.0628,5.2445,4.4896
122,-10757.7218,0.0162,12.3309,5.2326,4.5259
123,-10722.3177,0.0188,0.0,5.2326,4.5622
124,-10642.2637,0.0188,9.5788,5.2014,4.5961
125,-10629.515,0.0162,32.1574,5.2006,4.6365
126,-10609.4971,0.01,0.0,5.2006,4.6737
127,-10608.5572,0.01,0.0,5.2006,4.7125
128,-10572.276,0.0088,0.0,5.2006,4.7562
129,-10476.0303,0.0062,0.0,5.2006,4.7951
130,-10467.7332,0.0062,0.0,5.2006,4.8291
131,-10433.1998,0.0088,0.0,5.2006,4.862
132,-10420.6511,0.0112,14.1973,5.1962,4.8958
133,-10401.375,0.0112,4.3403,5.0051,4.9398
134,-10371.8238,0.0112,0.0,5.0051,4.9809
135,-10339.7027,0.015,0.0,5.0051,5.0168
136,-10338.774,0.0125,12.6998,4.9961,5.0518
137,-10338.3016,0.0112,0.0,4.9961,5.0909
138,-10312.8479,0.0112,0.7398,0.6364,5.1315
139,-10246.3238,0.0125,0.0,0.6364,5.1665
140,-10199.7265,0.01,31.818,0.6364,5.2051
141,-10023.6584,0.0138,22.7078,0.6364,5.2392
142,-9948.3058,0.0162,63.4484,0.6364,5.2786
143,-9948.3058,0.0162,23.986,0.6364,5.3127
144,-9886.2146,0.015,0.0,0.6364,5.346
145,-9780.6691,0.0162,0.0,0.6364,5.3886
146,-9729.5317,0.0138,45.4725,0.6364,5.4257
147,-9674.9821,0.01,13.2643,0.6364,5.4662
148,-9673.4771,0.01,0.0,0.6364,5.505
149,-9644.6192,0.0112,0.0,0.6364,5.5444
150,-9602.6326,0.01,13.7611,0.6364,5.5876
151,-9598.4014,0.0088,16.9608,0.6364,5.6273
152,-9559.9592,0.0138,0.0,0.6364,5.6703
153,-9491.2153,0.0138,13.7509,0.6364,5.706
154,-9469.9394,0.0125,0.0,0.6364,5.7455
155,-9469.9394,0.0112,0.0,0.6364,5.784
156,-9458.8621,0.0138,0.0,0.6364,5.8235
157,-9458.8621,0.0075,3.3609,0.6363,5.8676
158,-9267.1448,0.0088,3.3609,0.6363,5.9059
159,-9231.1053,0.01,93.4928,0.6363,5.9467
160,-9231.1053,0.0088,4.3698,0.6362,5.9855
161,-9220.2958,0.0075,4.3698,0.6362,6.0241
162,-9211.6472,0.0088,4.2708,0.6362,6.069
163,-9191.3975,0.01,0.0,0.6362,6.1075
164,-9191.3975,0.0075,8.3944,0.6362,6.1479
165,-9186.6659,0.0088,8.3944,0.6362,6.185
166,-9186.6659,0.0062,0.0,0.6362,6.2238
167,-9078.5459,0.0062,0.0,0.6362,6.2642
168,-9071.911,0.0038,0.0,0.6362,6.3034
169,-9071.911,0.0038,0.0,0.6362,6.3439
170,-9070.0153,0.0038,0.0,0.6362,6.3813
171,-9032.0005,0.0062,0.0,0.6362,6.4199
172,-8948.1327,0.0075,14.5912,0.6362,6.4623
173,-8940.9157,0.0075,22.6223,0.6362,6.4998
174,-8940.9157,0.0075,0.0,0.6362,6.5421
175,-8904.2584,0.01,0.0,0.6362,6.5752
176,-8799.0137,0.0087,16.3417,0.6362,6.613
177,-8799.0137,0.0062,0.0,0.6362,6.6457
178,-8799.0137,0.005,0.0,0.6362,6.6845
179,-8733.9062,0.0075,0.0,0.6362,6.7264
180,-8733.9062,0.0038,5.8496,0.6362,6.7634
181,-8714.0111,0.005,5.8496,0.6362,6.8013
182,-8700.4126,0.0062,3.1483,0.6361,6.8361
183,-8700.4126,0.0062,0.0,0.6361,6.8706
184,-8682.8762,0.0062,0.0,0.6361,6.912
185,-8682.8762,0.0062,8.0157,0.6361,6.9481
186,-8651.1071,0.0062,8.0157,0.6361,6.9854
187,-8651.1071,0.005,8.2624,0.6361,7.0236
188,-8651.1071,0.005,8.2624,0.6361,7.0618
189,-8591.579,0.0038,8.2624,0.6361,7.1047
190,-8573.3295,0.005,0.0,0.6361,7.1433
191,-8528.7746,0.005,0.0,0.6361,7.1813
192,-8516.5914,0.0088,17.0196,0.6361,7.2201
193,-8516.5914,0.0088,5.481,0.6361,7.2603
194,-8516.5914,0.0075,5.481,0.6361,7.2979
195,-8516.5914,0.0062,5.481,0.6361,7.3318
196,-8516.5914,0.0038,5.481,0.6361,7.3717
197,-8487.0375,0.0025,5.481,0.6361,7.4034
198,-8487.0375,0.0025,10.1763,0.6361,7.4401
199,-8487.0375,0.0025,10.1763,0.6361,7.4763
200,-8476.5218,0.005,10.1763,0.6361,7.5091
